"actor","text","season","episode","title"
"Izembaro","You have no right to an opinion.","06","06","Blood of My Blood"
"Arya","Careful of that one. She wants you dead.","06","06","Blood of My Blood"
"Jaqen","And?","06","06","Blood of My Blood"
"Waif","As I expected.","06","06","Blood of My Blood"
"Jaqen","A shame. A girl had many gifts.","06","06","Blood of My Blood"
"Waif","You promised me.","06","06","Blood of My Blood"
"Jaqen","Don't let her suffer.","06","06","Blood of My Blood"
"Mace","My lord.","06","06","Blood of My Blood"
"Jaime","My lord.","06","06","Blood of My Blood"
"Mace","My friends, the hour has come. Madness has overtaken this city and grasped in its claws my children. But now we must drive it back under the rocks whence it came. Madness has had its day!","06","06","Blood of My Blood"
"Captain","Forward, march!","06","06","Blood of My Blood"
"High Sparrow","Rich or poor, noble or common, if we win, we must atone. Margaery of House Tyrell came to us a sinner. She stood before the gods in the holy sept and lied. She turned a blind eye to her brother's sins. She disgraces her house, the king, and herself.","06","06","Blood of My Blood"
"Captain","Company, halt! Face front! Turn!","06","06","Blood of My Blood"
"High Sparrow","Lord Tyrell.","06","06","Blood of My Blood"
"High Sparrow","Ser Jaime.","06","06","Blood of My Blood"
"Jaime","Sorry to interrupt. We're here for Queen Margaery and Ser Loras Tyrell. Give them to us and we'll be on our way.","06","06","Blood of My Blood"
"High Sparrow","I don't have the authority to give them to you. And you don't have the authority to take them.","06","06","Blood of My Blood"
"Captain","Lock spears!","06","06","Blood of My Blood"
"Jaime","I speak for King Tommen of House Baratheon, First of His Name.","06","06","Blood of My Blood"
"High Sparrow","The gods don't recognize his authority in this matter.","06","06","Blood of My Blood"
"Jaime","You already insulted one great house. It won't happen twice. Every last sparrow will die before Margaery walks down that street.","06","06","Blood of My Blood"
"High Sparrow","To die in the service of the gods would please each and every one of us. We yearn for it. But there is no call for it today. There will be no walk of atonement.","06","06","Blood of My Blood"
"Captain","Order up!","06","06","Blood of My Blood"
"High Sparrow","Queen Margaery has already atoned for her sins by bringing another into the true light of the Seven.","06","06","Blood of My Blood"
"High Sparrow","Together we announce a new age of harmony. A holy alliance between the Crown and the Faith.","06","06","Blood of My Blood"
"Woman","Long live King Tommen and bless you, Queen Margaery!","06","06","Blood of My Blood"
"Tommen","The crown and the faith are the twin pillars upon which the world rests. Together we will restore the Seven Kingdoms to glory.","06","06","Blood of My Blood"
"Mace (to Olenna)","What's happening?","06","06","Blood of My Blood"
"Olenna","He's b*at us. That's what's happening.","06","06","Blood of My Blood"
"Tommen","When you attack the Faith, you attack the Crown. Anyone who attacks the Crown is unfit to serve as Lord Commander of the Kingsguard.","06","06","Blood of My Blood"
"Jaime","I've been a member of the Kingsguard since before you were born. You don't have to do this. You don't have to do anything.","06","06","Blood of My Blood"
"Tommen","I have to answer to the gods.","06","06","Blood of My Blood"
"Jaime","Not when you're sitting in that chair.","06","06","Blood of My Blood"
"Tommen","The Crown's decision on this matter is final.","06","06","Blood of My Blood"
"Jaime","Will I be walking naked in the streets? Or will I spend a few months in the sept dungeons first to teach me about the gods' mercy?","06","06","Blood of My Blood"
"Tommen","You have served your house and your king faithfully for many years. And you will continue to do so. But not in this city.","06","06","Blood of My Blood"
"Walder","You've lost it?","06","06","Blood of My Blood"
"Black Walder","Yes, father.","06","06","Blood of My Blood"
"Walder","It's a castle, not a bloody sheep. Presumably you still know where it is. You didn't lose Riverrun. You let the Blackfish take it from you.","06","06","Blood of My Blood"
"Lothar","He surprised us. He knows the castle better than anyone.","06","06","Blood of My Blood"
"Walder","You did lose the Blackfish after the Red Wedding. You had him right here in this hall and you let him leave. Then when I told you to hunt him down and k*ll him, you couldn't find him. That's what it means to lose something. Now he's come back and taken Riverrun.","06","06","Blood of My Blood"
"Black Walder","I don't think it's fair to blame us--","06","06","Blood of My Blood"
"Walder","For 300 years we kissed Tully boots, swore oaths to them and their stinking fish banners. Not again. Riverrun is ours. Take it back.","06","06","Blood of My Blood"
"Black Walder","We don't have the men.","06","06","Blood of My Blood"
"Walder","We've got 10 times as many men as the damn Blackfish.","06","06","Blood of My Blood"
"Black Walder","The Mallisters have risen against us. And the Blackwoods.","06","06","Blood of My Blood"
"Lothar","The Brotherhood Without Banners is rallying the commoners against us, raiding our supply trains and camps.","06","06","Blood of My Blood"
"Black Walder","Riverrun can withstand a siege for a year.","06","06","Blood of My Blood"
"Walder","If I want excuses, I'll put her in charge. They're laughing at us. All across the Riverlands right down to King's Landing, they're laughing at us.","06","06","Blood of My Blood"
"Walder","I hear it in my sleep! I'm not dead yet, unfortunately for you. And I'll not leave this world until they all choke on that laughter. Take that castle back.","06","06","Blood of My Blood"
"Lothar","He'll never yield, Father.","06","06","Blood of My Blood"
"Walder","Oh, he'll yield.","06","06","Blood of My Blood"
"Walder","You'll show him the kn*fe you used to k*ll Robb Stark's child in his whore mother's belly, and you'll show him the kn*fe you used to open his niece's throat. And you'll remind him who it was that got married at the Red Wedding in the first place. His nephew.","06","06","Blood of My Blood"
"Walder","Cheer up, Lord Edmure. You're going home.","06","06","Blood of My Blood"
"Jaime","I'm being sent to deal with the Blackfish. Apparently Walder Frey can't manage it on his own because he's 400 years old. Sent me with an army to the Riverlands and a siege that could last months.","06","06","Blood of My Blood"
"Cersei","BEtter you're elsewhere at the head of an army than in the sept dungeons.","06","06","Blood of My Blood"
"Jaime","I'm not going to the Riverlands.","06","06","Blood of My Blood"
"Cersei","What, then?","06","06","Blood of My Blood"
"Jaime","I'm going to give Bronn the largest bag of gold anyone's ever seen and have him gather the best k*ll he knows. I'll take them to the sept and I'll remove the High Sparrow's head and every other sparrow head I can find.","06","06","Blood of My Blood"
"Cersei","You can't.","06","06","Blood of My Blood"
"Jaime","He has our son! He stole our son! He's torn our family apart. How should we treat people who tear us apart?","06","06","Blood of My Blood"
"Cersei","We should treat them without mercy and we will. But if you k*ll the High Sparrow, you won't leave the sept alive. And without you, this is all for nothing. Stand at the head of our army where you belong, where Father wanted you. Show our men where their loyalties belong. Show them what lannisters are, what we do to our enemies. And take that stupid little castle back because it's ours and because you can.","06","06","Blood of My Blood"
"Jaime","You'll stand trial soon. I need to he here for you.","06","06","Blood of My Blood"
"Cersei","It will be a trial by combat. I have the Mountain. They've made us both stronger, all of them.","06","06","Blood of My Blood"
"Cersei","They have no idea how strong we are. No idea what we're going to do to them.","06","06","Blood of My Blood"
"Cersei","We've always been together. We'll always be together. We're the only two people in the world.","06","06","Blood of My Blood"
"Meera","Why did you help us?","06","06","Blood of My Blood"
"Rider","The Three-Eyed Raven sent for me.","06","06","Blood of My Blood"
"Meera","The Three-Eyed Raven's dead.","06","06","Blood of My Blood"
"Rider","Now he lives again.","06","06","Blood of My Blood"
"Rider (to Bran)","When I last saw you, you were a boy. A fearless boy. Loved to climb the castle walls, frighten his mother.","06","06","Blood of My Blood"
"Bran","Who are you?","06","06","Blood of My Blood"
"Bran","Uncle Benjen. The last letter Jon wrote me said you had been lost beyond the Wall.","06","06","Blood of My Blood"
"Benjen","I led a ranging party deep into the North to find White Walkers. They found us. A white walker stabbed me in the gut with a sword of ice. Left me there to die. To turn. The Children found me. Stopped the walker's magic from taking hold.","06","06","Blood of My Blood"
"Bran","How?","06","06","Blood of My Blood"
"Benjen","The same way they made the Walkers in the first place. You saw it yourself.","06","06","Blood of My Blood"
"Bran","Dragonglass. A shard of dragonglass plunged into your heart.","06","06","Blood of My Blood"
"Benjen","You are the Three-Eyed Raven now.","06","06","Blood of My Blood"
"Bran","I didn't have time to learn. I can't control anything.","06","06","Blood of My Blood"
"Benjen","You must learn to control it before the Night King comes.","06","06","Blood of My Blood"
"Benjen","Drink.","06","06","Blood of My Blood"
"Benjen","One way or another, he will find his way to the world of men. When he does, you will be there waiting for him. And you will be ready.","06","06","Blood of My Blood"
"Daario","Everything all right?","06","06","Blood of My Blood"
"Daenerys","How many days' ride to Meereen?","06","06","Blood of My Blood"
"Daario","A week at best.","06","06","Blood of My Blood"
"Daenerys","How many ships will I need to bring my khalasar to Westeros?","06","06","Blood of My Blood"
"Daario","Dothraki and all their horses, the Unsullied, the Second Sons-- 1,000 ships easily. Probably more.","06","06","Blood of My Blood"
"Daenerys","And who has that many?","06","06","Blood of My Blood"
"Daario","Nobody.","06","06","Blood of My Blood"
"Daenerys","Nobody yet.","06","06","Blood of My Blood"
"Daario","So we ride for Meereen and after that we sail for Westeros. What then?","06","06","Blood of My Blood"
"Daenerys","I take what is mine.","06","06","Blood of My Blood"
"Daario","You weren't made to sit on a chair in a palance.","06","06","Blood of My Blood"
"Daenerys","What was I made for?","06","06","Blood of My Blood"
"Daario","You're a conqueror, Daenerys Stormborn.","06","06","Blood of My Blood"
"Daenerys","Wait here.","06","06","Blood of My Blood"
"Daario (speaking Dothraki)","I'm going after her. Wait for me here.","06","06","Blood of My Blood"
"Daenerys (speaking Dothraki)","Every khal who ever lived chose three blood riders to fight beside him and guard his way. But I am not a khal. I will not choose three blood riders. I choose you all.","06","06","Blood of My Blood"
"Daenerys (speaking Dothraki)","I will ask more of you than any khal has ever asked of his khalassar! Will you ride the wooden horses across the black salt sea?","06","06","Blood of My Blood"
"Daenerys","Will you k*ll my enemies in their iron suits and tear down their stone houses?","06","06","Blood of My Blood"
"Daenerys","Will you give me the Seven Kingdoms, the gift Khal Drogo promised me before the Mother of Mountains?","06","06","Blood of My Blood"
"Daenerys","Are you with me?","06","06","Blood of My Blood"
"Daenerys","Now and always?","06","06","Blood of My Blood"
"Man","That's it. Get it to the top.","06","07","The Broken Man"
"Man #2","Steady. Steady.","06","07","The Broken Man"
"Ray","Up she goes.","06","07","The Broken Man"
"Ray","Hey, come on. Put your back into it, huh?","06","07","The Broken Man"
"Ray","Here you are, son.","06","07","The Broken Man"
"Ray","Oh, gentlemen, please.","06","07","The Broken Man"
"Ray","And you lot, come on. Come on, get it moving. Come on, come on.","06","07","The Broken Man"
"Ray","In all my days I've never seen a man swing an ax like that. How many men did it take to cut you down?","06","07","The Broken Man"
"Sandor","Just one.","06","07","The Broken Man"
"Ray","Ooh. he must have been some kind of monster.","06","07","The Broken Man"
"Sandor","He was a woman.","06","07","The Broken Man"
"Ray","I think some of the men are a bit afraid of you.","06","07","The Broken Man"
"Sandor","I'm used to it.","06","07","The Broken Man"
"Ray","When I found you, I thought you'd been dead for days. The way you were stinking already and you had bugs all over you and bone was coming through right there.","06","07","The Broken Man"
"Ray","I was gonna give you a proper burial and then you coughed. Oh, nearly shit myself. I reckoned you were gonna die by the time I loaded you on the wagon, but you didn't. Now, I reckoned you'd die a dozen more times over the next few days, but you didn't. What kept you going?","06","07","The Broken Man"
"Sandor","Hate.","06","07","The Broken Man"
"Ray","No, there's a reason you're still here.","06","07","The Broken Man"
"Sandor","Aye, there's a reason. I'm a big f*ck and I'm tough to k*ll.","06","07","The Broken Man"
"Ray","No, a reason. Gods aren't done with you yet.","06","07","The Broken Man"
"Sandor","I've heard that before. Man was talking about a different god, though.","06","07","The Broken Man"
"Ray","Well, maybe he was right. I don't know much about the gods.","06","07","The Broken Man"
"Sandor","You're in the wrong line of work.","06","07","The Broken Man"
"Ray","Oh, there's plenty of pious sons of bitches who think they know the word of god or gods. I don't. I don't even know their real names. Maybe it is the Seven. Or maybe it's the old gods. Or maybe it's the Lord of Light. Or maybe they're all the same f*cking thing. I don't know. What matters, I believe, is that there's something greater than us. And whatever it is, it's got plans for Sandor Clegane.","06","07","The Broken Man"
"Sandor","You didn't know me back in my time. You don't know the things I've done.","06","07","The Broken Man"
"Ray","I've heard stories.","06","07","The Broken Man"
"Sandor","If the gods are real...why haven't they punished me?","06","07","The Broken Man"
"Ray","They have.","06","07","The Broken Man"
"High Sparrow","Your Grace. What are we reading today?","06","07","The Broken Man"
"Margaery","The Book of the Mother, Your Holiness. Chapter three, verse 12.","06","07","The Broken Man"
"High Sparrow","Ah, ""As water rounds the stones, smoothing--""","06","07","The Broken Man"
"Margaery","""Smoothing what was jagged, so does a woman's love calm a man's brute nature. A wife salves her husband's wounds, a mother sings her son to sleep.""","06","07","The Broken Man"
"High Sparrow","You learn quickly. There are some who know every verse of the sacred text, but don't have a drop of the Mother's mercy in their blood and savages who can't read at all who understand the Father's wisdom.","06","07","The Broken Man"
"Margaery","For year I pretended to love the poor, the afflicted. I had pity for them, but I never loved them. They disgusted me.","06","07","The Broken Man"
"High Sparrow","They are hard to love.","06","07","The Broken Man"
"High Sparrow","The poor disgust us because they are us, shorn of our illusions. They show us what we'd look like without our fine clothes. How'd we smell without perfume.","06","07","The Broken Man"
"High Sparrow","Can I ask you about a personal matter?","06","07","The Broken Man"
"Margaery","Of course.","06","07","The Broken Man"
"High Sparrow","The king mentioned that since your reunion, you haven't joined him in the marriage bed.","06","07","The Broken Man"
"Margaery","No.","06","07","The Broken Man"
"High Sparrow","You have a duty, Your Grace. To your husband, your king, your country, to the gods themselves.","06","07","The Broken Man"
"Margaery","It's just...the desires that once drove me no longer do.","06","07","The Broken Man"
"High Sparrow","Congress does not require desire on the woman's part, only patience. The king must have an heir if we are to continue our good work.","06","07","The Broken Man"
"Margaery","Forgive me. Sometimes the truth path is hard to find.","06","07","The Broken Man"
"High Sparrow","Hard to find and harder still to walk upon. But you've made great progress. I only pray your grandmother follows your lead.","06","07","The Broken Man"
"Margaery","My grandmother?","06","07","The Broken Man"
"High Sparrow","Yes. The Queen of Thorns is a remarkable woman, a strong woman, and an unrepentant sinner. You must teach her the new way as she taught you the old. Or I fear for her safety, body and soul.","06","07","The Broken Man"
"Olenna","Does it move or talk? I want to speak with you alone.","06","07","The Broken Man"
"Margaery","Septa Unella has been my true friend and counselor.","06","07","The Broken Man"
"Olenna","Oh, this is madness!","06","07","The Broken Man"
"Olenna (to Septa Unella)","You're not in your sanctuary now, my dear. All I have to do is whistle and my men will stroll in here and bash you about...","06","07","The Broken Man"
"Margaery","Grandmother.","06","07","The Broken Man"
"Olenna","...until I tell them to stop. If I tell them to stop. You could use a good bashing.","06","07","The Broken Man"
"Margaery","Grandmother, please.","06","07","The Broken Man"
"Olenna","What have they done to you?","06","07","The Broken Man"
"Margaery","You marched against the High Sparrow, against the Faith.","06","07","The Broken Man"
"Olenna","We marched for you.","06","07","The Broken Man"
"Margaery","The gods could have punished you and Father, but they didn't. They showed mercy.","06","07","The Broken Man"
"Olenna","And what about your brother? What mercy did they show him?","06","07","The Broken Man"
"Margaery","Loras's only hope is to confess his crimes and repent. If he does, the Faith will allow him to return to Highgarden. He'll have to renounce his name and title...","06","07","The Broken Man"
"Olenna","Have you lost your mind?","06","07","The Broken Man"
"Margaery","...and live his life as a penitent.","06","07","The Broken Man"
"Olenna","He is the heir to Highgarden, the future of House Tyrell.","06","07","The Broken Man"
"Margaery","He can begin again.","06","07","The Broken Man"
"Olenna","As a mindless fanatic.","06","07","The Broken Man"
"Margaery","As a free man.","06","07","The Broken Man"
"Olenna","You will leave for Highgarden today. There is no law that says you must stay here.","06","07","The Broken Man"
"Margaery","I am the queen. It is my duty to serve my husband the king.","06","07","The Broken Man"
"Margaery","But you should leave, Grandmother. Your place is at home.","06","07","The Broken Man"
"Olenna","I will never leave you. Never.","06","07","The Broken Man"
"Margaery","You must.","06","07","The Broken Man"
"Margaery","Go home. Find comfort in prayer and good works.","06","07","The Broken Man"
"Margaery","The Mother watches over us all.","06","07","The Broken Man"
"Olenna","I'll see you soon, my dear.","06","07","The Broken Man"
"Margaery","Seven blessings to you, Grandmother.","06","07","The Broken Man"
"Margaery","Shall we pray?","06","07","The Broken Man"
"Dim Dalba","We said we'd fight with you, King Crow, when the time comes and we meant it, but this isn't what we agreed to. These aren't White Walkers. This isn't an army of the dead. This isn't our find.","06","07","The Broken Man"
"Tormund","If it weren't for him, none of us would be here. All of you would be meat in the Night King's army. And I'd be a pile of charred bones just like Mance.","06","07","The Broken Man"
"Dim Dalba","Remember Mance's camp? It stretched all the way to the horizon. And look at us now. Look what's left of us. And if we lose this, we're gone. Dozens of tribes, hundreds of generations. Be like we were never there at all. We'll be the last of the free folk.","06","07","The Broken Man"
"Jon Snow","That's what'll happen to you if we lose. The Boltons, the Karstarks, the Umbers, they know you're here. They know that more than half of you are women and children. After they finish with me, they'll come for you. You're right. This isn't your fight. You shouldn't have to come to Winterfell with me. I shouldn't be asking you. It's not the deal we made. I need you with me if we're gonna b*at them, and we need to b*at them if you're going to survive.","06","07","The Broken Man"
"Tormund","The crows k*ll him because he spoke for the free folk when no other southerners would. He died for us. If we are not willing to do the same for him, we're cowards. And if that's what we are, we deserve to be the last of the free folk.","06","07","The Broken Man"
"Wun Wun","Snow.","06","07","The Broken Man"
"Jon Snow (to Tormund)","Are you sure they'll come?","06","07","The Broken Man"
"Tormund","We're not clever like you southerners. When we say we'll do something, we do it.","06","07","The Broken Man"
"Cersei","I heard you were leaving King's Landing.","06","07","The Broken Man"
"Olenna","That is hardly your concern.","06","07","The Broken Man"
"Cersei","Your grandson is still a prisoner. You'll leave him rotting in a cell?","06","07","The Broken Man"
"Olenna","Loras rots in a cell because of you. THe High Sparrow rules this city because of you. Our two ancient houses face collapse because of you and your stupidity.","06","07","The Broken Man"
"Cersei","You're right. I made a terrible mistake. I carry it with me every single day.","06","07","The Broken Man"
"Olenna","Good.","06","07","The Broken Man"
"Cersei","I delivered an army of fanatics onto our doorstep. And now we must fight them together. We need each other.","06","07","The Broken Man"
"Olenna","I wonder if you're the worst person I've ever met. At a certain age, it's hard to recall. But the truly vile do stand out through the years. Do you remember the way you smirked at me when my grandson and granddaughter were dragged off to their cells? I do. I'll never forget it.","06","07","The Broken Man"
"Cersei","You love your granddaughter. I love my son. It's the only truth I know. We must defend them.","06","07","The Broken Man"
"Olenna","I'm leaving this wretched city as fast as I can before that shoeless zealot throws me into one of his cells. If you're half as bright as you think you are, you'll find your way out of here, too.","06","07","The Broken Man"
"Cersei","Never. I'll never leave my son.","06","07","The Broken Man"
"Olenna","What'll you do, then? You have no support. Not anymore. Your brother's gone. The High Sparrow saw to that. The rest of your family have abandoned you. The people despise you. You're surrounded by enemies, thousands of them. You're going to k*ll them all by yourself? You've lost, Cersei. It's the only joy I can find in all this misery.","06","07","The Broken Man"
"Man","Pick the pace up. Keep going.","06","07","The Broken Man"
"Man #2","Keep it moving!","06","07","The Broken Man"
"Bronn","Now, that is a sorry attempt at a siege. Someone needs to teach those sad twats how to dig trenches.","06","07","The Broken Man"
"Jaime","Someone certainly does.","06","07","The Broken Man"
"Bronn","Oh, no. Not me. I'm just an upjumped sellsword.","06","07","The Broken Man"
"Jaime","You're an anointed knight. There's quite a difference.","06","07","The Broken Man"
"Bronn","Aye, knights don't get paid.","06","07","The Broken Man"
"Jaime","You have better instincts than any officer in the Lannister army.","06","07","The Broken Man"
"Bronn","That's like saying I have a bigger cock than anyone in the Unsullied army.","06","07","The Broken Man"
"Jaime","I expect to command all the Lannister forces before long. You can be the right hand I lost.","06","07","The Broken Man"
"Bronn","You promised me a lordship and a castle and a highborn beauty for a wife.","06","07","The Broken Man"
"Jaime","And you'll get all three. A Lannister always--","06","07","The Broken Man"
"Bronn","Don't say it. Don't f*cking say it.","06","07","The Broken Man"
"Lothar","Come out and fight us, Blackfish. Yield the castle or we'll hang him.","06","07","The Broken Man"
"Lothar","This is your last warning. Yield the castle.","06","07","The Broken Man"
"Black Walder","You think I won't do it, old man?","06","07","The Broken Man"
"Black Walder","I sliced your niece's throat from ear to ear. And where were you? Running and hiding like a f*cking coward. Yield the castle or I cut his throat.","06","07","The Broken Man"
"Brynden","Go on, then. Cut his throat.","06","07","The Broken Man"
"Jaime","Lothar, is it?","06","07","The Broken Man"
"Lothar","Ser Jaime. We didn't know you were coming.","06","07","The Broken Man"
"Jaime","‘Cause you didn't set up a proper perimeter. You just allowed 8,000 men to approach unchallenged.","06","07","The Broken Man"
"Bronn","Good thing we're friends or we'd be f*cking you in the ass right now.","06","07","The Broken Man"
"Jaime","Have Lord Edmure bathed and fed.","06","07","The Broken Man"
"Black Walder","Whoa, whoa.","06","07","The Broken Man"
"Lothar","Walder.","06","07","The Broken Man"
"Black Walder","Edmure is a prisoner of House Frey.","06","07","The Broken Man"
"Jaime","Only a fool makes threats he's not prepared to carry out. Now let's say I threatened to hit you unless you shut your mouth, but you kept talking. What do you think I'd do?","06","07","The Broken Man"
"Black Walder","I don't give a rat's--","06","07","The Broken Man"
"Jaime","I'm here by the king's command to take back this castle. Have him bathed and fed. Unless you'd like to take his place.","06","07","The Broken Man"
"Lothar","Apologies, Ser Jaime.","06","07","The Broken Man"
"Lothar","Do as he says.","06","07","The Broken Man"
"Jaime","The siege is now under my command. The next time the Blackfish looks out from those ramparts, he'll see an army at his gates, not whatever this is.","06","07","The Broken Man"
"Bronn","Have your lads start digging perimeter trenches. Set pickets every hundred yards. And work double-time on those siege towers and trebuchets.","06","07","The Broken Man"
"Black Walder","Those are our siege towers--","06","07","The Broken Man"
"Jaime","As I said, the siege is under my command. If that's not to your liking, go home.","06","07","The Broken Man"
"Jaime","Get word to the Blackfish. I want a parley.","06","07","The Broken Man"
"Bronn","A parley or a fight?","06","07","The Broken Man"
"Jaime","He's an old man.","06","07","The Broken Man"
"Bronn","You've got one hand. My money's on the old boy.","06","07","The Broken Man"
"Jon Snow","Lady Mormont.","06","07","The Broken Man"
"Lyanna","Welcome to Bear Island.","06","07","The Broken Man"
"Sansa","I remember when you were born, my lady. You were named for my Aunt Lyanna. It was said she was a great beauty. I'm sure you will be, too.","06","07","The Broken Man"
"Lyanna","I doubt it. My mother wasn't a great beauty or any other kind of beauty. She was a great warrior, though. She died fighting for your brother, Robb.","06","07","The Broken Man"
"Jon Snow","I served under your uncle at Castle Black, Lady Lyanna. He was also a great warrior and an honorable man. I was his steward. In fact--","06","07","The Broken Man"
"Lyanna","I think we've had enough small talk. What are you here?","06","07","The Broken Man"
"Jon Snow","Stannis Baratheon garrisoned at Castle Black before he marched on Winterfell and was k*ll. He showed me the letter you wrote to him when he petitioned for men. It said--","06","07","The Broken Man"
"Lyanna","I remember what it said. ""Bear Island knows no king but the King in the North whose name is Stark.""","06","07","The Broken Man"
"Jon Snow","Robb is gone, but House Stark is not. And it needs your support now more than ever. I've come with my sister to ask for House Mormont's allegiance.","06","07","The Broken Man"
"Lyanna","As far as I understand, you're a Snow and Lady Sansa is a Bolton. Or is she a Lannister? I've heard conflicting reports.","06","07","The Broken Man"
"Sansa","I did what I had to do to survive, my lady. But I am a Stark. I will always be a Stark.","06","07","The Broken Man"
"Lyanna","If you say so. In any case, you don't just want my allegiance. You want my fighting men.","06","07","The Broken Man"
"Jon Snow","Ramsay Bolton cannot be allowed to keep Winterfell, my lady. It is our duty to stop him. Even more so because he holds our brother Rickon Stark as prisoner. What you have to understand, my lady, is that--","06","07","The Broken Man"
"Lyanna","I understand that I'm responsible for Bear Island and all who live here. So why should I sacrifice one more Mormont life for someone else's w*r?","06","07","The Broken Man"
"Davos","If it please, my lady, I understand how you feel.","06","07","The Broken Man"
"Lyanna","I don't know you, Ser...?","06","07","The Broken Man"
"Davos","Davos, my lady, of House Seaworth.","06","07","The Broken Man"
"Davos","You needn't ask your maester about my house. It's rather new.","06","07","The Broken Man"
"Lyanna","All right, Ser Davos of House Seaworth. How is it you understand how I feel?","06","07","The Broken Man"
"Davos","You never thought you'd find yourself in your position. Being responsible for so many lives at such a young age. I never thought I'd be in my position. I was a crabber's son, then I was a smuggler. And now I found myself addressing the lady of a great house in time of w*r. But I'm here because this isn't someone else's w*r. It's our w*r.","06","07","The Broken Man"
"Lyanna","Go on, Ser Davos.","06","07","The Broken Man"
"Davos","Your uncle, Lord Commander Mormont, made that man his steward. He chose Jon to be his successor because he knew had the courage to do what was right, even if it meant giving his life. Because Jeor Mormont and Jon Snow both understood that the real w*r isn't between a few squabbling houses. It's between the living and the dead. And make no mistake, my lady, the dead are coming.","06","07","The Broken Man"
"Lyanna","Is this true?","06","07","The Broken Man"
"Jon Snow","Your uncle fought them at the Fist of the First Men. I fought them at Hardhome. We both lost.","06","07","The Broken Man"
"Davos","As long as the Boltons hold Winterfell, the North is divided. And a divided North won't stand a chance against the Night King. You want to protect your people, my lady. I understand. But there's no hiding from this. We have to fight and we need to do it together.","06","07","The Broken Man"
"Lyanna","House Mormont has kept faith with House Stark for 1,000 years. We will not break faith today.","06","07","The Broken Man"
"Jon Snow","Thank you, my lady. How many fighting men can we expect?","06","07","The Broken Man"
"Lyanna","62.","06","07","The Broken Man"
"Jon Snow","62?","06","07","The Broken Man"
"Lyanna","We are not a large house, but we're a proud one. And every man from Bear Island fights with the strength of 10 mainlanders.","06","07","The Broken Man"
"Davos","If they're half as ferocious as their lady, the Boltons are doomed.","06","07","The Broken Man"
"Brynden","Kingslayer.","06","07","The Broken Man"
"Jaime","Blackfish.","06","07","The Broken Man"
"Brynden","I assume you're here to fulfill the vow you gave my niece. I don't see Sansa and Arya.","06","07","The Broken Man"
"Jaime","I don't have them.","06","07","The Broken Man"
"Brynden","Pity. Do you wish to resume your captivity?","06","07","The Broken Man"
"Brynden","Then why are you here?","06","07","The Broken Man"
"Jaime","You know why I'm here. This castle belongs to House Frey. You're trespassing. In the name of King Tommen, I order you to surrender or--","06","07","The Broken Man"
"Brynden","Or you'll k*ll Edmure?","06","07","The Broken Man"
"Brynden","My nephew's marked for death no matter what. Hang him and be done with it.","06","07","The Broken Man"
"Jaime","It won't stop with Edmure. You'll force me to storm the castle. Hundreds will die.","06","07","The Broken Man"
"Brynden","Hundreds of mine. Thousands of yours. If you can breach the walls.","06","07","The Broken Man"
"Jaime","We'll breach them and k*ll every last one of you. But if you surrender, I'll spare the lives of your men. On my honor.","06","07","The Broken Man"
"Brynden","Your honor? Bargaining with oathbreakers is like building on quicksand.","06","07","The Broken Man"
"Jaime","The w*r is over, ser. Why sacrifice living men to a lost cause?","06","07","The Broken Man"
"Brynden","As long as I'm standing, the w*r is not over. This is my home. I was born in this castle and I'm ready to die in it. So you can either attack or try to starve us out. We have enough provisions for two years. Do you have two years, Kingslayer?","06","07","The Broken Man"
"Jaime","You clearly have no intention of saving your men's lives. Why did you come to treat with me?","06","07","The Broken Man"
"Brynden","Sieges are dull. And I wanted to see you in person, get the measure of you.","06","07","The Broken Man"
"Jaime","Well, now you have.","06","07","The Broken Man"
"Brynden","Aye, now I have. I'm disappointed.","06","07","The Broken Man"
"Robett","The answer is no.","06","07","The Broken Man"
"Jon Snow","Lord Glover, if you could just hear us out.","06","07","The Broken Man"
"Robett","I've heard enough. We've only just taken back this castle from the Ironborn. The Boltons helped us do it. Now you want me to fight against them? I could be skinned for even talking to you.","06","07","The Broken Man"
"Jon Snow","The Boltons are traitors. Roose Bolton--","06","07","The Broken Man"
"Robett","Have other northern houses pledged to fight for you?","06","07","The Broken Man"
"Jon Snow","House Mormont.","06","07","The Broken Man"
"Robett","And?","06","07","The Broken Man"
"Jon Snow","We sent raven to Houses Manderly--","06","07","The Broken Man"
"Robett","I don't care about ravens. You're asking me to join your army. Who is fighting in this army?","06","07","The Broken Man"
"Jon Snow","The bulk of the force is made up of wildlings.","06","07","The Broken Man"
"Robett","Then the rumors are true. I didn't dare believe them. I received you out of respect for your father. Now I would like you to leave. House Glover will not abandon its ancestral home to fight alongside wildlings.","06","07","The Broken Man"
"Jon Snow","Lord Glover.","06","07","The Broken Man"
"Robett","There's nothing else to say.","06","07","The Broken Man"
"Sansa","I would remind you that House Glover is pledged to House Stark. Sworn to answer when called upon.","06","07","The Broken Man"
"Robett","Yes, my family served House Stark for centuries. We wept when we heard of your father's death. When my brother was lord of this castle, he answered Robb's call and hailed him King in the North.","06","07","The Broken Man"
"Robett","And where was King Robb when the Ironborn attacked this castle? When they threw my wife and children in prison and brutalized and k*ll our subjects? Taking up with a foreign whore. Getting himself and those who followed him k*ll.","06","07","The Broken Man"
"Robett","I served House Stark once, but House Stark is dead.","06","07","The Broken Man"
